상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-08-18,1899-0218,EBS,식사지원 예진," 1,018,792 ", 3 , 4 , 3 , 2 ," 40,000 ",,,75%,133%,67%," 254,698 ",0.47
2026-08-18,1899-0219,SPOTV, 신장질환 세나," 106,944 ", 2 , 1 ,,,,,,0%,50%,0%," 106,944 ",0.00
2026-08-18,1899-0519,SPOTV2, 신장질환 세나," 106,944 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-18,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-18,1899-0263,JTBC4,이유식 안부," 258,569 ", 10 , 3 , 2 , 2 ," 40,000 ", 1 ," 20,000 ",67%,30%,100%," 86,190 ",1.86
2026-08-18,1899-7319,JTBC4,식사지원 준우_메인," 129,285 ", 5 , 2 , 1 ,,,,,50%,40%,0%," 64,643 ",0.00
2026-08-18,1899-3569,JTBC4,식사지원 준우_아동," 180,998 ", 7 , 1 , 1 , 1 ," 30,000 ",,,100%,14%,100%," 180,998 ",1.99
2026-08-18,1899-7318,JTBC4,식사지원 예진," 310,283 ", 12 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-18,1899-7325,JTBC4,신장질환 세나," 180,998 ", 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-18,1899-0795,JTBC4,엄마의 마음," 180,998 ", 7 , 1 ,,,,,,0%,14%,0%," 180,998 ",0.00
2026-08-18,1899-7326,JTBC2 (SVC),신장질환 세나, - , 1 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-18,1899-0776,라이프타임,식사지원 예진," 140,268 ", 4 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-18,1899-7314,히스토리 (SVC),식사지원 예진, - , 7 , 2 , 1 , 1 ," 20,000 ",,,50%,29%,100%, - ,0.00
2026-08-18,1899-5186,시네마천국,식사지원 예진," 177,419 ", 8 , 6 , 5 , 4 ," 100,000 ", 1 ," 50,000 ",83%,75%,80%," 29,570 ",6.76
2026-08-18,1899-7317,빌리어즈TV,식사지원 예진," 388,235 ", 4 , 5 , 5 , 3 ," 70,000 ",,,100%,125%,60%," 77,647 ",2.16
2026-08-18,1899-0739,채널S플러스,식사지원 예진," 354,839 ", 4 , 2 , 1 , 1 ," 20,000 ",,,50%,50%,100%," 177,419 ",0.68
2026-08-18,1899-0217,엠플렉스,식사지원 예진," 283,871 ", 5 , 1 , 1 , 1 ," 20,000 ",,,100%,20%,100%," 283,871 ",0.85
2026-08-18,1899-7315,바둑TV,식사지원 예진," 131,450 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-18,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-08-18,2102-4590,발신,-, - , - , 2 , 1 ,,,,,50%,0%,0%, - ,0.00
