상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-07-16,1899-0218,EBS,식사지원 예진," 1,440,476 ", 3 , 5 , 4 , 3 ," 70,000 ",,,80%,167%,75%," 288,095 ",0.58
2026-07-16,1899-0219,SPOTV,식사지원 예진," 104,054 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-0519,SPOTV2,식사지원 예진," 104,054 ", 2 , 2 ,,,,,,0%,100%,0%," 52,027 ",0.00
2026-07-16,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-2887,JTBC4,한아이 세아ver2,,,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-0263,JTBC4,이유식 안부,,,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-3569,JTBC4,식사지원 준우_아동,,,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-7318,JTBC4,식사지원 예진,,,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-0795,JTBC4,모잠비크 요나,,,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-7326,JTBC2 (SVC),모잠비크 요나, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-0776,라이프타임,이유식 안부," 146,862 ", 3 , 1 , 1 ,,, 1 ," 100,000 ",100%,33%,0%," 146,862 ",0.00
2026-07-16,1899-7314,히스토리 (SVC),한아이 세아ver2, - , 7 , 1 , 1 ,,,,,100%,14%,0%, - ,0.00
2026-07-16,1899-5186,시네마천국,한아이 세아ver2," 177,419 ", 8 , 1 , 1 ,,,,,100%,13%,0%," 177,419 ",0.00
2026-07-16,1899-7317,빌리어즈TV,식사지원 예진," 283,871 ", 4 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-0739,채널S플러스,식사지원 예진, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,1899-0217,엠플렉스,식사지원 예진," 343,750 ", 5 , 2 , 2 , 2 ," 70,000 ",,,100%,40%,100%," 171,875 ",2.44
2026-07-16,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-07-16,2102-4590,발신,-, - , - , 1 ,,,,,,0%,0%,0%, - ,0.00
2026-07-17,1899-0218,EBS,식사지원 예진," 1,440,476 ", 3 , 4 , 4 , 1 ," 30,000 ",,,100%,133%,25%," 360,119 ",0.25
2026-07-17,1899-0219,SPOTV,식사지원 예진," 104,054 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
