상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-08-04,1899-0218,EBS,식사지원 예진," 1,054,833 ", 3 , 7 , 5 , 3 ," 60,000 ",,,71%,233%,60%," 150,690 ",0.68
2026-08-04,1899-0219,SPOTV, 신장질환 세나," 106,944 ", 2 , 2 , 2 ,,,,,100%,100%,0%," 53,472 ",0.00
2026-08-04,1899-0519,SPOTV2, 신장질환 세나," 106,944 ", 2 , 1 ,,,,,,0%,50%,0%," 106,944 ",0.00
2026-08-04,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-04,1899-0263,JTBC4,이유식 안부," 248,226 ", 8 , 1 , 1 , 1 ," 20,000 ",,,100%,13%,100%," 248,226 ",0.97
2026-08-04,1899-7319,JTBC4,식사지원 준우_메인," 124,113 ", 4 , 1 ,,,,,,0%,25%,0%," 124,113 ",0.00
2026-08-04,1899-3569,JTBC4,식사지원 준우_아동," 186,170 ", 6 , 2 , 1 , 1 ," 20,000 ", 1 ," 25,000 ",50%,33%,100%," 93,085 ",1.29
2026-08-04,1899-7318,JTBC4,식사지원 예진," 310,283 ", 10 , 2 , 2 , 1 ," 20,000 ", 1 ," 20,000 ",100%,20%,50%," 155,142 ",0.77
2026-08-04,1899-7325,JTBC4,신장질환 세나," 186,170 ", 6 , 6 , 5 , 1 ," 20,000 ", 1 ," 20,000 ",83%,100%,20%," 31,028 ",1.29
2026-08-04,1899-0795,JTBC4,엄마의 마음," 186,170 ", 6 , 2 , 1 ,,,,,50%,33%,0%," 93,085 ",0.00
2026-08-04,1899-2887,JTBC4,한아이 세아ver2, - ,, 1 ,,,,,,,,,,
2026-08-04,1899-7326,JTBC2 (SVC),신장질환 세나, - , 2 , 1 , 1 , 1 ," 30,000 ",,,100%,50%,100%, - ,0.00
2026-08-04,1899-0776,라이프타임,이유식 안부," 140,268 ", 4 , 1 , 1 , 1 ," 30,000 ",,,100%,25%,100%," 140,268 ",2.57
2026-08-04,1899-7314,히스토리 (SVC),식사지원 예진, - , 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-04,1899-5186,시네마천국,식사지원 예진," 177,419 ", 8 , 3 , 3 ,,,,,100%,38%,0%," 59,140 ",0.00
2026-08-04,1899-7317,빌리어즈TV,식사지원 예진," 97,059 ", 2 , 2 , 1 , 2 ," 50,000 ",,,50%,100%,200%," 48,529 ",6.18
2026-08-04,1899-0739,채널S플러스,식사지원 예진," 354,839 ", 4 , 1 ,,,,,,0%,25%,0%," 354,839 ",0.00
2026-08-04,1899-0217,엠플렉스,식사지원 예진," 283,871 ", 5 , 2 , 1 , 1 ," 10,000 ",,,50%,40%,100%," 141,935 ",0.42
2026-08-04,1899-7315,바둑TV,식사지원 예진," 131,450 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-04,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-08-04,2102-4590,발신,-, - , - , 4 , 1 ,,,,,25%,0%,0%, - ,0.00
