상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-04-27,1899-0218,EBS,식사지원 은영이ver2," 1,430,000 ", 3 , 10 , 7 , 3 ," 60,000 ",,,70%,333%,43%," 143,000 ",0.50
2026-04-27,1899-0219,SPOTV,식사지원 지영이," 236,559 ", 4 , 1 , 1 ,,, 1 ," 100,000 ",100%,25%,0%," 236,559 ",0.00
2026-04-27,1899-0519,SPOTV2,식사지원 지영이," 300,781 ", 7 , 2 , 1 ,,,,,50%,29%,0%," 150,391 ",0.00
2026-04-27,1899-0325,SPOTV G&H (SVC),식사지원 지영이, - , 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-27,1899-0762,JTBC4,식사지원 은영이ver2," 231,065 ", 8 , 1 ,,,,,,0%,13%,0%," 231,065 ",0.00
2026-04-27,1899-7318,JTBC4,가족돌봄 지수," 288,832 ", 10 , 6 , 5 , 2 ," 50,000 ",,,83%,60%,40%," 48,139 ",2.08
2026-04-27,1899-7316,JTBC4, 가족돌봄 지수ver2," 202,182 ", 7 , 2 , 2 ,,,,,100%,29%,0%," 101,091 ",0.00
2026-04-27,1899-7325,JTBC4,식사지원 사랑이," 288,832 ", 10 , 1 , 1 , 1 ," 20,000 ",,,100%,10%,100%," 288,832 ",0.83
2026-04-27,1899-2887,JTBC4,한아이 세아ver2," 231,065 ", 8 , 1 , 1 ,,, 1 ," 2,000,000 ",,,,,
2026-04-27,1899-0739,JTBC4,뇌병변 무준이ver2," 202,182 ", 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-27,1899-7326,JTBC2 (SVC),뇌병변 지혜, - , 1 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-27,1899-0776,라이프타임,가족돌봄 지수ver2," 183,588 ", 4 , 3 , 3 , 2 ," 50,000 ",,,100%,75%,67%," 61,196 ",3.27
2026-04-27,1899-7314,히스토리 (SVC),식사지원 지영이, - , 7 , 4 , 3 , 2 ," 320,000 ",,,75%,57%,67%, - ,0.00
2026-04-27,1899-5186,시네마천국,식사지원 지영이," 183,333 ", 8 , 5 , 3 , 1 ," 30,000 ",,,60%,63%,33%," 36,667 ",1.96
2026-04-27,1899-0217,MBN PLUS,은영이 셀럽," 687,500 ", 7 , 3 , 1 , 1 ," 20,000 ",,,,,,,
2026-04-27,-,기타 TV채널,-, - , - , 2 ,,,,,,0%,0%,0%, - ,0.00
2026-04-27,2102-4590,발신,-, - , - , 1 ,,,,,,0%,0%,0%, - ,0.00
2026-04-28,1899-0218,EBS,식사지원 은영이ver2," 1,012,000 ", 3 , 10 , 6 , 5 ," 120,000 ",,,60%,333%,83%," 101,200 ",1.42
2026-04-28,1899-0219,SPOTV,식사지원 지영이," 177,419 ", 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-28,1899-0519,SPOTV2,식사지원 지영이," 171,875 ", 4 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-28,1899-0325,SPOTV G&H (SVC),식사지원 지영이, - , 3 , 2 , 1 , 1 ," 30,000 ",,,50%,67%,100%, - ,0.00
2026-04-28,1899-0762,JTBC4,식사지원 은영이ver2," 198,980 ", 6 , 1 ,,,,,,0%,17%,0%," 198,980 ",0.00
2026-04-28,1899-7318,JTBC4,가족돌봄 지수," 265,307 ", 8 , 1 , 1 ,,,,,100%,13%,0%," 265,307 ",0.00
2026-04-28,1899-7316,JTBC4, 가족돌봄 지수ver2," 198,980 ", 6 , 1 , 1 , 1 ," 30,000 ",,,100%,17%,100%," 198,980 ",1.81
2026-04-28,1899-7325,JTBC4,식사지원 사랑이," 265,307 ", 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-28,1899-2887,JTBC4,한아이 세아ver2," 198,980 ", 6 ,,,,,,,,,,,
2026-04-28,1899-0739,JTBC4,뇌병변 무준이ver2," 198,980 ", 6 , 1 , 1 ,,,,,100%,17%,0%," 198,980 ",0.00
2026-04-28,1899-7326,JTBC2 (SVC),뇌병변 지혜, - , 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-28,1899-0776,라이프타임,가족돌봄 지수ver2, - , - , 2 , 1 , 1 ," 20,000 ",,,50%,0%,100%, - ,0.00
2026-04-28,1899-7314,히스토리 (SVC),식사지원 지영이, - , 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-04-28,1899-5186,시네마천국,식사지원 지영이," 183,333 ", 8 , 3 , 1 , 1 ," 20,000 ", 1 ," 100,000 ",33%,38%,100%," 61,111 ",1.31
2026-04-28,1899-0217,MBN PLUS,은영이 셀럽," 687,500 ", 7 , 3 , 2 , 2 ," 40,000 ",,,,,,,
2026-04-28,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-04-28,2102-4590,발신,-, - , - , 2 ,,,,,,0%,0%,0%, - ,0.00
