상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-06-29,1899-0218,EBS,이유식 안부," 1,453,789 ", 3 , 1 , 1 ,,,,,100%,33%,0%," 1,453,789 ",0.00
2026-06-29,1899-0219,SPOTV,식사지원 사랑이," 327,660 ", 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,1899-0519,SPOTV2,식사지원 사랑이," 286,702 ", 7 , 1 ,,,,,,0%,14%,0%," 286,702 ",0.00
2026-06-29,1899-0325,SPOTV G&H (SVC),식사지원 사랑이, - , 2 , 1 , 1 , 1 ," 20,000 ",,,100%,50%,100%, - ,0.00
2026-06-29,1899-7325,JTBC4,식사지원 사랑이," 161,951 ", 5 , 1 , 1 , 1 ," 20,000 ",,,100%,20%,100%," 161,951 ",1.48
2026-06-29,1899-2887,JTBC4,한아이 세아ver2," 161,951 ", 5 , 1 ,,,,,,0%,20%,0%," 161,951 ",0.00
2026-06-29,1899-7315,JTBC4,뇌병변 지혜ver2," 107,967 ", 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,1899-0263,JTBC4,이유식 안부," 215,935 ", 6 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,1899-7319,JTBC4,식사지원 준우_메인," 107,967 ", 3 , 1 , 1 , 1 ," 20,000 ",,,100%,33%,100%," 107,967 ",2.22
2026-06-29,1899-7316,JTBC4,식사지원 준우_셰프," 107,967 ", 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,1899-3569,JTBC4,식사지원 준우_아동," 107,967 ", 3 , 1 , 1 ,,,,,100%,33%,0%," 107,967 ",0.00
2026-06-29,1899-3854,JTBC4,식사지원 준우_할머니," 107,967 ", 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,1899-7326,JTBC2 (SVC),뇌병변 지혜, - , 1 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,1899-0776,라이프타임,이유식 안부," 108,669 ", 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,1899-7314,히스토리 (SVC),식사지원 사랑이, - , 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,1899-5186,시네마천국,한아이 세아ver2," 183,333 ", 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,1899-7317,빌리어즈TV,식사지원 사랑이," 256,667 ", 4 ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-06-29,2102-4590,발신,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
