상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-07-28,1899-0218,EBS,식사지원 예진," 1,019,414 ", 3 , 12 , 7 , 7 ," 160,000 ", 1 ," 20,000 ",58%,400%,100%," 84,951 ",1.88
2026-07-28,1899-0219,SPOTV,식사지원 예진," 104,054 ", 2 , 1 , 1 ,,, 1 ," 20,000 ",100%,50%,0%," 104,054 ",0.00
2026-07-28,1899-0519,SPOTV2,식사지원 예진," 104,054 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-28,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-28,1899-0263,JTBC4,이유식 안부," 287,977 ", 10 , 2 , 2 , 1 ," 20,000 ",,,100%,20%,50%," 143,989 ",0.83
2026-07-28,1899-7319,JTBC4,식사지원 준우_메인," 143,989 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-28,1899-3569,JTBC4,식사지원 준우_아동," 201,584 ", 7 , 2 , 2 , 1 ," 30,000 ",,,100%,29%,50%," 100,792 ",1.79
2026-07-28,1899-7318,JTBC4,식사지원 예진," 345,573 ", 12 , 3 , 1 ,,,,,33%,25%,0%," 115,191 ",0.00
2026-07-28,1899-7325,JTBC4,신장질환 세나," 201,584 ", 7 , 5 , 2 , 2 ," 45,000 ",,,40%,71%,100%," 40,317 ",2.68
2026-07-28,1899-0795,JTBC4,엄마의 마음," 201,584 ", 7 , 3 , 3 , 1 ," 30,000 ", 1 ," 20,000 ",100%,43%,33%," 67,195 ",1.79
2026-07-28,1899-7326,JTBC2 (SVC),신장질환 세나, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-07-28,1899-0776,라이프타임,이유식 안부," 183,578 ", 4 , 2 , 1 , 2 ," 40,000 ",,,50%,50%,200%," 91,789 ",2.61
2026-07-28,1899-7314,히스토리 (SVC),식사지원 예진, - , 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-28,1899-5186,시네마천국,식사지원 예진," 177,419 ", 8 , 1 , 1 ,,,,,100%,13%,0%," 177,419 ",0.00
2026-07-28,1899-7317,빌리어즈TV,식사지원 예진," 283,871 ", 2 , 2 , 2 , 1 ," 30,000 ",,,100%,100%,50%," 141,935 ",1.27
2026-07-28,1899-0739,채널S플러스,식사지원 예진," 340,645 ", 4 , 3 ,,,,,,0%,75%,0%," 113,548 ",0.00
2026-07-28,1899-0217,엠플렉스,식사지원 예진," 343,750 ", 5 , 1 , 1 , 1 ," 30,000 ",,,100%,20%,100%," 343,750 ",1.05
2026-07-28,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-07-28,2102-4590,발신,-, - , - , 5 , 2 ,,,,,40%,0%,0%, - ,0.00
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
