상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-08-04,1899-0218,EBS,식사지원 예진," 1,054,833 ", 3 , 7 , 5 , 3 ," 60,000 ",,,71%,233%,60%," 150,690 ",0.68
2026-08-04,1899-0219,SPOTV, 신장질환 세나," 106,944 ", 2 , 2 , 2 ,,,,,100%,100%,0%," 53,472 ",0.00
2026-08-04,1899-0519,SPOTV2, 신장질환 세나," 106,944 ", 2 , 1 ,,,,,,0%,50%,0%," 106,944 ",0.00
2026-08-04,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-04,1899-0263,JTBC4,이유식 안부," 253,292 ", 10 , 1 , 1 , 1 ," 20,000 ",,,100%,10%,100%," 253,292 ",0.95
2026-08-04,1899-7319,JTBC4,식사지원 준우_메인," 126,646 ", 5 , 1 ,,,,,,0%,20%,0%," 126,646 ",0.00
2026-08-04,1899-3569,JTBC4,식사지원 준우_아동," 202,634 ", 8 , 2 , 1 , 1 ," 20,000 ", 1 ," 25,000 ",50%,25%,100%," 101,317 ",1.18
2026-08-04,1899-7318,JTBC4,식사지원 예진," 303,951 ", 12 , 2 , 2 , 1 ," 20,000 ", 1 ," 20,000 ",100%,17%,50%," 151,976 ",0.79
2026-08-04,1899-7325,JTBC4,신장질환 세나," 177,305 ", 7 , 6 , 5 , 1 ," 20,000 ", 1 ," 20,000 ",83%,86%,20%," 29,551 ",1.35
2026-08-04,1899-0795,JTBC4,엄마의 마음," 177,305 ", 7 , 2 , 1 ,,,,,50%,29%,0%," 88,653 ",0.00
2026-08-04,1899-2887,JTBC4,한아이 세아ver2, - , - , 1 ,,,,,,,,,,
2026-08-04,1899-7326,JTBC2 (SVC),신장질환 세나, - , 2 , 1 , 1 , 1 ," 30,000 ",,,100%,50%,100%, - ,0.00
2026-08-04,1899-0776,라이프타임,이유식 안부," 140,268 ", 4 , 1 , 1 , 1 ," 30,000 ",,,100%,25%,100%," 140,268 ",2.57
