상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-08-01,1899-0218,EBS,식사지원 예진," 819,463 ", 2 , 5 , 4 , 4 ," 160,000 ",,,80%,250%,100%," 163,893 ",2.34
2026-08-01,1899-0219,SPOTV, 신장질환 세나," 53,472 ", 1 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-01,1899-0519,SPOTV2, 신장질환 세나, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-08-01,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-01,1899-0263,JTBC4,이유식 안부," 236,264 ", 7 , 4 , 2 , 1 ," 20,000 ",,,50%,57%,50%," 59,066 ",1.02
2026-08-01,1899-7319,JTBC4,식사지원 준우_메인," 118,132 ", 4 , 1 , 1 , 1 ," 30,000 ",,,100%,25%,100%," 118,132 ",3.05
2026-08-01,1899-3569,JTBC4,식사지원 준우_아동," 177,198 ", 6 , 2 , 2 , 2 ," 50,000 ",,,100%,33%,100%," 88,599 ",3.39
2026-08-01,1899-7318,JTBC4,식사지원 예진," 295,329 ", 9 , 2 , 2 ,,,,,100%,22%,0%," 147,665 ",0.00
2026-08-01,1899-7325,JTBC4,신장질환 세나," 177,198 ", 6 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-01,1899-0795,JTBC4,엄마의 마음," 177,198 ", 6 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-01,1899-7326,JTBC2 (SVC),신장질환 세나, - , 2 , 1 ,,,,,,0%,50%,0%, - ,0.00
2026-08-01,1899-0776,라이프타임,이유식 안부," 110,738 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-01,1899-7314,히스토리 (SVC),식사지원 예진, - , 7 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-01,1899-5186,시네마천국,식사지원 예진," 177,419 ", 8 , 8 , 6 , 4 ," 80,000 ",,,75%,100%,67%," 22,177 ",5.41
2026-08-01,1899-7317,빌리어즈TV,식사지원 예진," 291,176 ", 3 , 5 , 4 , 4 ," 90,000 ",,,80%,167%,100%," 58,235 ",3.71
2026-08-01,1899-0739,채널S플러스,식사지원 예진," 354,839 ", 4 , 2 , 1 , 1 ," 20,000 ",,,50%,50%,100%," 177,419 ",0.68
2026-08-01,1899-0217,엠플렉스,식사지원 예진," 283,871 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-08-01,1899-7315,바둑TV,식사지원 예진," 179,250 ", 5 ,,,,,,,,,,,
2026-08-01,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-08-01,2102-4590,발신,-, - , - , 3 ,,,,,,0%,0%,0%, - ,0.00
