상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-03-01,1899-0218,EBS,식사지원 은영이ver2,"754,975",2,3,2,2,"30,000", - , - ,67%,150%,100%,"251,658",0.48
2026-03-01,1899-0219,SPOTV,식사지원 지영이,"232,394",6,2,1,2,"60,000", - , - ,50%,33%,200%,"116,197",3.1
2026-03-01,1899-0519,SPOTV2,식사지원 사랑이,"206,767",5, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-01,1899-0325,SPOTV G&H (SVC),식사지원 지영이, - ,5, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-01,1899-0762,JTBC4,식사지원 은영이ver2,"313,624",9,3,3,3,"60,000", - , - ,100%,33%,100%,"104,541",2.3
2026-03-01,1899-7318,JTBC4,가족돌봄 지수,"313,621",9,1,1, - , - , - , - ,100%,11%,0%,"313,624",0
2026-03-01,1899-7319,JTBC4,은영이 셀럽,"174,236",5, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-01,1899-7325,JTBC4,난방비 동하,"209,083",6,8,4,1,"100,000", - , - ,50%,133%,25%,"26,135",5.74
2026-03-01,1899-7316,JTBC4,식사지원 준우_셰프,"348,471",10,6,6,3,"70,000", - , - ,100%,60%,50%,"58,079",2.41
2026-03-01,1899-0739,JTBC4,뇌병변 무준이ver2,"209,083",6,2,2,2,"40,000", - , - ,100%,33%,100%,"104,542",2.3
2026-03-01,1899-7326,JTBC2 (SVC),식사지원 준우_셰프, - ,1, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-01,1899-0776,라이프타임,가족돌봄 지수ver2,"211,538",4, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-01,1899-7314,히스토리 (SVC),식사지원 지영이, - ,6, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-01,1899-5186,시네마천국,식사지원 지영이,"177,419",8, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-01,1899-0217,MBN PLUS,은영이 셀럽,"628,571",6,7,5,3,"60,000", - , - ,71%,117%,60%,"89,796",1.15
2026-03-01,1899-3569,빌리어즈TV,식사지원 은영이_콜문구, - , - , - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-01,1899-0263,K STAR,식사지원 은영이ver2,"392,857",4,2,1,1,"20,000", - , - ,50%,50%,100%,"196,429",0.61
2026-03-01,1899-7317,TV조선2,식사지원 준우_셰프,"550,000",5,1,1,1,"20,000", - , - ,100%,20%,100%,"550,000",0.44
2026-03-01,-,기타 TV채널,-, - , - , - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-01,2102-4590,발신,-, - , - ,2,1, - , - , - , - ,50%,0%,0%, - ,0
2026-03-02,1899-0218,EBS,식사지원 은영이ver2,"1,326,307",3,16,7,7,"165,000",1,"20,000",44%,533%,100%,"82,894",1.49
2026-03-02,1899-0219,SPOTV,식사지원 지영이,"154,930",4,4,2,2,"50,000", - , - ,50%,100%,100%,"38,732",3.87
2026-03-02,1899-0519,SPOTV2,식사지원 사랑이,"165,414",4,1,1,1,"20,000", - , - ,100%,25%,100%,"165,414",1.45
2026-03-02,1899-0325,SPOTV G&H (SVC),식사지원 지영이, - ,5, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-02,1899-0762,JTBC4,식사지원 은영이ver2,"293,836",9,2,1,1,"20,000", - , - ,50%,22%,100%,"146,918",0.82
2026-03-02,1899-7318,JTBC4,가족돌봄 지수,"293,836",9,1,1, - , - , - , - ,100%,11%,0%,"293,836",0
2026-03-02,1899-7319,JTBC4,은영이 셀럽,"130,594",4, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-02,1899-7325,JTBC4,난방비 동하,"195,891",6,2,2,2,"30,000", - , - ,100%,33%,100%,"97,946",1.84
2026-03-02,1899-7316,JTBC4,식사지원 준우_셰프,"293,836",9,3,3,2,"40,000", - , - ,100%,33%,67%,"97,945",1.63
2026-03-02,1899-0739,JTBC4,뇌병변 무준이ver2,"228,539",7,2,2,3,"100,000", - , - ,100%,29%,150%,"114,270",5.25
2026-03-02,1899-7326,JTBC2 (SVC),식사지원 준우_셰프, - ,2, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-02,1899-0776,라이프타임,가족돌봄 지수ver2,"173,764",4,5,4,1,"30,000", - , - ,80%,125%,25%,"34,753",2.07
2026-03-02,1899-7314,히스토리 (SVC),식사지원 지영이, - ,7, - , - , - , - , - , - ,0%,0%,0%, - ,0
2026-03-02,1899-5186,시네마천국,식사지원 지영이,"177,419",8,4,3,2,"45,000", - , - ,75%,50%,67%,"44,355",3.04
