상담일자,Dnis,Channel,소재,광고비,광고횟수,I/B콜수,응대호,정기건수,정기금액,일시건수,일시금액,응대율,콜전환율,정기전환율,CPR,ROI
2026-07-10,1899-0218,EBS,식사지원 예진," 1,456,481 ", 3 , 9 , 4 , 4 ," 85,000 ",,,44%,300%,100%," 161,831 ",0.70
2026-07-10,1899-0219,SPOTV,식사지원 예진," 104,054 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-10,1899-0519,SPOTV2,식사지원 예진," 104,054 ", 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-10,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-10,1899-2887,JTBC4,한아이 세아ver2," 301,550 ", 9 , 3 , 3 , 1 ," 20,000 ", 1 ," 20,000 ",100%,33%,33%," 100,517 ",0.80
2026-07-10,1899-0263,JTBC4,이유식 안부," 301,550 ", 9 , 3 , 2 , 1 ," 20,000 ",,,67%,33%,50%," 100,517 ",0.80
2026-07-10,1899-7319,JTBC4,식사지원 준우_메인," 167,528 ", 5 , 1 , 1 , 1 ," 30,000 ",,,100%,20%,100%," 167,528 ",2.15
2026-07-10,1899-7316,JTBC4,식사지원 준우_셰프," 167,528 ", 5 , 3 , 2 , 2 ," 50,000 ", 1 ," 20,000 ",67%,60%,100%," 55,843 ",3.58
2026-07-10,1899-3569,JTBC4,식사지원 준우_아동," 167,528 ", 5 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-10,1899-7318,JTBC4,식사지원 예진," 234,539 ", 7 , 3 , 3 , 3 ," 60,000 ",,,100%,43%,100%," 78,180 ",3.07
2026-07-10,1899-0795,JTBC4,모잠비크 요나," 234,539 ", 7 , 1 , 1 ,,,,,100%,14%,0%," 234,539 ",0.00
2026-07-10,1899-7326,JTBC2 (SVC),모잠비크 요나, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-10,1899-0776,라이프타임,이유식 안부," 176,235 ", 4 , 1 , 1 ,,,,,100%,25%,0%," 176,235 ",0.00
2026-07-10,1899-7314,히스토리 (SVC),한아이 세아ver2, - , 6 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-10,1899-5186,시네마천국,한아이 세아ver2," 177,419 ", 8 , 1 ,,,,,,0%,13%,0%," 177,419 ",0.00
2026-07-10,1899-7317,빌리어즈TV,한아이 세아ver2," 283,871 ", 2 , 1 , 1 ,,, 1 ," 7,000 ",100%,50%,0%," 283,871 ",0.00
2026-07-10,1899-0739,채널S플러스,식사지원 예진," 392,857 ", 4 , 1 , 1 ,,, 1 ," 20,000 ",100%,25%,0%," 392,857 ",0.00
2026-07-10,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-07-10,2102-4590,발신,-, - , - , 1 ,,,,,,0%,0%,0%, - ,0.00
2026-07-11,1899-0218,EBS,식사지원 예진," 1,030,741 ", 3 , 1 ,, 2 ," 50,000 ",,,0%,33%,0%," 1,030,741 ",0.58
2026-07-11,1899-0219,SPOTV,식사지원 예진," 52,027 ", 1 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-11,1899-0519,SPOTV2,식사지원 예진," 52,027 ", 1 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-11,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 , 3 ,, 2 ," 70,000 ",,,0%,100%,0%, - ,0.00
2026-07-11,1899-2887,JTBC4,한아이 세아ver2," 257,794 ", 9 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-11,1899-0263,JTBC4,이유식 안부," 315,082 ", 11 , 5 , 4 , 2 ," 50,000 ",,,80%,45%,50%," 63,016 ",1.90
2026-07-11,1899-3569,JTBC4,식사지원 준우_아동," 200,507 ", 7 , 1 ,,,,,,0%,14%,0%," 200,507 ",0.00
2026-07-11,1899-7318,JTBC4,식사지원 예진," 315,082 ", 11 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-11,1899-0795,JTBC4,모잠비크 요나," 200,507 ", 7 , 1 , 1 ,,,,,100%,14%,0%," 200,507 ",0.00
2026-07-11,1899-7326,JTBC2 (SVC),모잠비크 요나, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-11,1899-0776,라이프타임,이유식 안부," 168,892 ", 4 , 1 , 1 , 1 ," 20,000 ",,,100%,25%,100%," 168,892 ",1.42
2026-07-11,1899-7314,히스토리 (SVC),한아이 세아ver2, - , 6 , 1 ,,,,,,0%,17%,0%, - ,0.00
2026-07-11,1899-5186,시네마천국,한아이 세아ver2," 177,419 ", 8 , 1 , 1 ,,,,,100%,13%,0%," 177,419 ",0.00
2026-07-11,1899-7317,빌리어즈TV,한아이 세아ver2," 283,871 ", 2 , 1 , 1 , 1 ," 20,000 ",,,100%,50%,100%," 283,871 ",0.85
2026-07-11,1899-0739,채널S플러스,식사지원 예진," 392,857 ", 4 , 1 , 1 , 1 ," 20,000 ",,,100%,25%,100%," 392,857 ",0.61
2026-07-11,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-07-11,2102-4590,발신,-, - , - , 1 ,,,,,,0%,0%,0%, - ,0.00
2026-07-12,1899-0218,EBS,식사지원 예진," 1,254,815 ", 2 , 5 , 4 , 2 ," 40,000 ",,,80%,250%,50%," 250,963 ",0.38
2026-07-12,1899-0219,SPOTV,식사지원 예진, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-07-12,1899-0519,SPOTV2,식사지원 예진," 52,027 ", 1 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-12,1899-0325,SPOTV G&H (SVC),식사지원 예진, - , 3 , 6 ,, 1 ," 30,000 ",,,0%,200%,0%, - ,0.00
2026-07-12,1899-2887,JTBC4,한아이 세아ver2," 339,011 ", 10 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-12,1899-0263,JTBC4,이유식 안부," 406,813 ", 12 , 5 , 4 ,,, 1 ," 20,000 ",80%,42%,0%," 81,363 ",0.00
2026-07-12,1899-7319,JTBC4,식사지원 준우_메인, - , - , 1 , 1 ,,,,,,,,,
2026-07-12,1899-3569,JTBC4,식사지원 준우_아동," 237,308 ", 7 , 2 ,, 1 ," 30,000 ",,,0%,29%,0%," 118,654 ",1.52
2026-07-12,1899-7318,JTBC4,식사지원 예진," 406,813 ", 12 , 6 , 5 , 5 ," 110,000 ",,,83%,50%,100%," 67,802 ",3.24
2026-07-12,1899-0795,JTBC4,모잠비크 요나," 237,308 ", 7 , 1 , 1 ,,,,,100%,14%,0%," 237,308 ",0.00
2026-07-12,1899-7326,JTBC2 (SVC),모잠비크 요나, - , 2 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-12,1899-0776,라이프타임,이유식 안부," 139,519 ", 3 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-12,1899-7314,히스토리 (SVC),한아이 세아ver2, - , 6 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-12,1899-5186,시네마천국,한아이 세아ver2," 177,419 ", 8 ,,,,,,,0%,0%,0%, - ,0.00
2026-07-12,1899-7317,빌리어즈TV,한아이 세아ver2," 283,871 ", 2 , 3 , 2 ,,, 1 ," 20,000 ",67%,150%,0%," 94,624 ",0.00
2026-07-12,1899-0739,채널S플러스,식사지원 예진," 392,857 ", 4 , 2 ,,,,,,0%,50%,0%," 196,429 ",0.00
2026-07-12,-,기타 TV채널,-, - , - ,,,,,,,0%,0%,0%, - ,0.00
2026-07-12,2102-4590,발신,-, - , - , 1 , 1 ,,,,,100%,0%,0%, - ,0.00
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
